"intervention","coefficients","ci.lower","ci.upper","Model","variables","seed"
"log10_popsize",1.41595260050703,1.34163859245695,1.49438289726819,"GEE","Census",1000012
"med_income",0.762327271543025,0.64338726817138,0.903255158576488,"GEE","Census",1000012
"percent_poverty",1.05483140354437,1.01344274746001,1.09791035822406,"GEE","Census",1000012
"med_age",0.991030137926977,0.987975266617111,0.994094455059058,"GEE","Census",1000012
"prop_white",0.963485719976534,0.954340148265549,0.972718934947706,"GEE","Census",1000012
"prop_belowCollege",1.03595300859665,1.01805288957613,1.0541678600483,"GEE","Census",1000012
"log10_popdense",0.979533398987366,0.933544717731765,1.02778759443148,"GEE","Census",1000012
"face_mask",0.81259041793937,0.785504269289952,0.840610564629718,"GEE","Intervention",1000012
"suspend_medical",1.06474335062619,1.02760813891321,1.10322053686891,"GEE","Intervention",1000012
"ban_nursing_home_visit",0.732245228373706,0.686597640255543,0.780927639478196,"GEE","Intervention",1000012
"earliest_date_school_closed",0.71488541380506,0.654793255780497,0.780492392613391,"GEE","Intervention",1000012
"daycare_close",0.714513855643614,0.6469639275853,0.7891167160002,"GEE","Intervention",1000012
"lv3_stay_home",0.856041384988723,0.830362820296612,0.882514046753257,"GEE","Intervention",1000012
"lifestyle_close",0.83632984289081,0.806145456829852,0.867644418490341,"GEE","Intervention",1000012
"log10_popsize",1.32844060631753,1.26023828537142,1.40033394080959,"OLS","Census",1000012
"med_income",0.834629388051551,0.702243448199258,0.991972537708387,"OLS","Census",1000012
"percent_poverty",1.04345134796603,1.00386798009674,1.08459552168126,"OLS","Census",1000012
"med_age",0.992514449776217,0.989683636944604,0.995353359641052,"OLS","Census",1000012
"prop_white",0.972960794542581,0.963224850127732,0.982795146524092,"OLS","Census",1000012
"prop_belowCollege",1.0309482413317,1.01327300007584,1.04893180438577,"OLS","Census",1000012
"log10_popdense",0.987519768192469,0.940088449588365,1.03734419138743,"OLS","Census",1000012
"face_mask",0.901874701147356,0.873046559610443,0.931654752677298,"OLS","Intervention",1000012
"suspend_medical",1.03073070435852,0.996680056875404,1.06594466055441,"OLS","Intervention",1000012
"ban_nursing_home_visit",0.864573583397704,0.813911272639175,0.91838939481125,"OLS","Intervention",1000012
"earliest_date_school_closed",0.867640205399023,0.806676767900564,0.933210867078862,"OLS","Intervention",1000012
"daycare_close",0.804723249388748,0.738533191965686,0.8768455028855,"OLS","Intervention",1000012
"lv3_stay_home",0.900394016145241,0.873423055017009,0.928197829967254,"OLS","Intervention",1000012
"lifestyle_close",0.849133515245411,0.820157489590585,0.879133258995121,"OLS","Intervention",1000012
"log10_popsize",1.39365919250632,1.32263811712197,1.46849385309091,"GEE","Census",1000013
"med_income",0.796230311760108,0.678172816583354,0.934839459593225,"GEE","Census",1000013
"percent_poverty",1.05222645872993,1.01280300432807,1.09318447488797,"GEE","Census",1000013
"med_age",0.992833123566082,0.989904756530518,0.995770153388079,"GEE","Census",1000013
"prop_white",0.959410317597707,0.950557390994725,0.968345695097584,"GEE","Census",1000013
"prop_belowCollege",1.0331144441886,1.01567154768764,1.050856900758,"GEE","Census",1000013
"log10_popdense",0.96857511923011,0.924177037627405,1.01510611430041,"GEE","Census",1000013
"face_mask",0.812250148165865,0.785843088754191,0.839544576566018,"GEE","Intervention",1000013
"suspend_medical",1.02193055437181,0.987469886004544,1.05759382919943,"GEE","Intervention",1000013
"ban_nursing_home_visit",0.755768613379041,0.710601917357915,0.803806157873318,"GEE","Intervention",1000013
"earliest_date_school_closed",0.718933766878261,0.661472538520665,0.781386574737779,"GEE","Intervention",1000013
"daycare_close",0.694886227074951,0.631064382197529,0.76516260812723,"GEE","Intervention",1000013
"lv3_stay_home",0.85437514141245,0.829429726149935,0.88007079955028,"GEE","Intervention",1000013
"lifestyle_close",0.835556852201711,0.805896870512985,0.866308430775799,"GEE","Intervention",1000013
"log10_popsize",1.31277459749526,1.24716010189689,1.3818411455014,"OLS","Census",1000013
"med_income",0.865979466174027,0.731968383872765,1.02452572045162,"OLS","Census",1000013
"percent_poverty",1.03974968935543,1.00133799073999,1.07963487504933,"OLS","Census",1000013
"med_age",0.993879587927593,0.991119862445177,0.99664699773259,"OLS","Census",1000013
"prop_white",0.96897776788571,0.959535715270269,0.978512732475322,"OLS","Census",1000013
"prop_belowCollege",1.02950693718246,1.01233866794462,1.04696636339963,"OLS","Census",1000013
"log10_popdense",0.976205697662568,0.930575364937733,1.02407349265325,"OLS","Census",1000013
"face_mask",0.894217083392147,0.866495915515543,0.922825114247195,"OLS","Intervention",1000013
"suspend_medical",0.984867590688157,0.953320402523489,1.01745873540559,"OLS","Intervention",1000013
"ban_nursing_home_visit",0.870235266502946,0.820879739018602,0.922558303084506,"OLS","Intervention",1000013
"earliest_date_school_closed",0.919934797870246,0.857169409230332,0.987296120486217,"OLS","Intervention",1000013
"daycare_close",0.765987750348036,0.704328177669415,0.833045236987009,"OLS","Intervention",1000013
"lv3_stay_home",0.899980084339595,0.873790497361377,0.926954635755126,"OLS","Intervention",1000013
"lifestyle_close",0.854736450007692,0.826326877127095,0.884122759641744,"OLS","Intervention",1000013
"log10_popsize",1.35909855736678,1.28896029109593,1.43305336975582,"GEE","Census",1000014
"med_income",0.745395092482786,0.630672542713691,0.880986258743241,"GEE","Census",1000014
"percent_poverty",1.04038590071349,1.00070187993593,1.08164363843577,"GEE","Census",1000014
"med_age",0.99217591359943,0.98926685732686,0.995093524296253,"GEE","Census",1000014
"prop_white",0.96387931543149,0.954896490680438,0.972946642682337,"GEE","Census",1000014
"prop_belowCollege",1.03335283271654,1.01582070018203,1.05118755376018,"GEE","Census",1000014
"log10_popdense",0.979587678857002,0.934371375737471,1.02699209916514,"GEE","Census",1000014
"face_mask",0.76866087058146,0.743748668751464,0.794407518005907,"GEE","Intervention",1000014
"suspend_medical",1.00684808323244,0.972182571578264,1.0427496772166,"GEE","Intervention",1000014
"ban_nursing_home_visit",0.715679851025834,0.671305523658566,0.762987389665617,"GEE","Intervention",1000014
"earliest_date_school_closed",0.767653756250996,0.705203321666102,0.835634591303416,"GEE","Intervention",1000014
"daycare_close",0.663848913139614,0.596411364770512,0.738911773832845,"GEE","Intervention",1000014
"lv3_stay_home",0.827074639913867,0.802015478688821,0.852916780492789,"GEE","Intervention",1000014
"lifestyle_close",0.845865402486929,0.815743142574604,0.877099961718574,"GEE","Intervention",1000014
"log10_popsize",1.28852857109492,1.22327321789934,1.3572649627522,"OLS","Census",1000014
"med_income",0.813010322121273,0.685862049120443,0.963729928960775,"OLS","Census",1000014
"percent_poverty",1.02787826065451,0.989496103606503,1.06774924618228,"OLS","Census",1000014
"med_age",0.993295760996034,0.990501924206569,0.99609747815788,"OLS","Census",1000014
"prop_white",0.972861172284818,0.963253082445508,0.982565099232819,"OLS","Census",1000014
"prop_belowCollege",1.02840041459752,1.01100988050786,1.04609008589817,"OLS","Census",1000014
"log10_popdense",0.987212253784274,0.940436911740029,1.03631410236611,"OLS","Census",1000014
"face_mask",0.859638252273344,0.83256368082665,0.887593275793438,"OLS","Intervention",1000014
"suspend_medical",0.971679083833198,0.940101546517345,1.00431729471844,"OLS","Intervention",1000014
"ban_nursing_home_visit",0.843762581356718,0.795734879631015,0.894689062804283,"OLS","Intervention",1000014
"earliest_date_school_closed",0.939173727864315,0.87573969888501,1.00720258797628,"OLS","Intervention",1000014
"daycare_close",0.736871003253473,0.678059277693154,0.800783785870558,"OLS","Intervention",1000014
"lv3_stay_home",0.879057343339919,0.853121409947208,0.905781760801964,"OLS","Intervention",1000014
"lifestyle_close",0.860481443661252,0.831556604377815,0.89041240366235,"OLS","Intervention",1000014
"log10_popsize",1.41289098999437,1.33951985485799,1.49028097072805,"GEE","Census",1000015
"med_income",0.754545696352691,0.642031686897466,0.886777427817659,"GEE","Census",1000015
"percent_poverty",1.04198571598106,1.00329971349403,1.08216340312452,"GEE","Census",1000015
"med_age",0.990083122984727,0.987146883557175,0.993028096170265,"GEE","Census",1000015
"prop_white",0.961473015574966,0.952650201950698,0.9703775402408,"GEE","Census",1000015
"prop_belowCollege",1.03516657421981,1.01774069525366,1.0528908211879,"GEE","Census",1000015
"log10_popdense",0.986028274945702,0.940534436004201,1.03372265998356,"GEE","Census",1000015
"face_mask",0.810432787723639,0.784214398886368,0.837527727557932,"GEE","Intervention",1000015
"suspend_medical",0.999803447031301,0.965964195706309,1.03482814077261,"GEE","Intervention",1000015
"ban_nursing_home_visit",0.776270268804704,0.729396032864206,0.82615685180497,"GEE","Intervention",1000015
"earliest_date_school_closed",0.792094437799861,0.721061028674433,0.87012551426734,"GEE","Intervention",1000015
"daycare_close",0.693824501041041,0.627426315213586,0.767249359123511,"GEE","Intervention",1000015
"lv3_stay_home",0.851518581130675,0.826311411141904,0.877494712324963,"GEE","Intervention",1000015
"lifestyle_close",0.823422011142593,0.794310044134663,0.853600950209267,"GEE","Intervention",1000015
"log10_popsize",1.32360702960379,1.25682595638898,1.39393649527268,"OLS","Census",1000015
"med_income",0.810101017941641,0.683770470630188,0.959771864183087,"OLS","Census",1000015
"percent_poverty",1.03161880477866,0.993093210014818,1.07163894349562,"OLS","Census",1000015
"med_age",0.991562472781381,0.988785299020868,0.994347446712572,"OLS","Census",1000015
"prop_white",0.971115756865121,0.961562505421354,0.980763921133206,"OLS","Census",1000015
"prop_belowCollege",1.02945896230428,1.01213285983637,1.04708166004999,"OLS","Census",1000015
"log10_popdense",0.997210159030069,0.950141754677883,1.04661025197225,"OLS","Census",1000015
"face_mask",0.886431517553838,0.85863336981146,0.915129626845668,"OLS","Intervention",1000015
"suspend_medical",0.974885974056098,0.943372539866393,1.00745211700344,"OLS","Intervention",1000015
"ban_nursing_home_visit",0.882947102738748,0.831065359318261,0.938067719335898,"OLS","Intervention",1000015
"earliest_date_school_closed",0.937791320240291,0.86913523444579,1.0118707946282,"OLS","Intervention",1000015
"daycare_close",0.738820198746859,0.678235177268847,0.804817125933259,"OLS","Intervention",1000015
"lv3_stay_home",0.89706573853732,0.870799178906165,0.92412459583201,"OLS","Intervention",1000015
"lifestyle_close",0.839744858997086,0.811639640885149,0.868823296312877,"OLS","Intervention",1000015
"log10_popsize",1.35944766927348,1.28755034759716,1.43535976588568,"GEE","Census",1000016
"med_income",0.665849901813788,0.563323130141037,0.787036903019461,"GEE","Census",1000016
"percent_poverty",1.02586456702236,0.986431972628466,1.06687347842927,"GEE","Census",1000016
"med_age",0.990396053228806,0.987403421445038,0.993397755109759,"GEE","Census",1000016
"prop_white",0.961453353446465,0.952378331506272,0.970614849449004,"GEE","Census",1000016
"prop_belowCollege",1.02737704287387,1.00965794954948,1.04540709920151,"GEE","Census",1000016
"log10_popdense",1.00707272848159,0.959556051977851,1.05694240410539,"GEE","Census",1000016
"face_mask",0.770692706771334,0.745303236543299,0.796947093676035,"GEE","Intervention",1000016
"suspend_medical",0.994122254858665,0.959804729700241,1.02966679265472,"GEE","Intervention",1000016
"ban_nursing_home_visit",0.679397147234704,0.63963081353888,0.721635784112512,"GEE","Intervention",1000016
"earliest_date_school_closed",0.684034246863566,0.628938198048557,0.743956802646104,"GEE","Intervention",1000016
"daycare_close",0.637030579699344,0.578935188566167,0.700955767565513,"GEE","Intervention",1000016
"lv3_stay_home",0.833940993350519,0.808801657989139,0.859861714575996,"GEE","Intervention",1000016
"lifestyle_close",0.846888901800113,0.81624957972104,0.878678323163508,"GEE","Intervention",1000016
"log10_popsize",1.29042653212812,1.2248688731603,1.35949298027616,"OLS","Census",1000016
"med_income",0.764772841524332,0.644555654838908,0.907411943006501,"OLS","Census",1000016
"percent_poverty",1.02376169205151,0.985333921704178,1.06368813559109,"OLS","Census",1000016
"med_age",0.992277275583598,0.989474102770699,0.995088389764337,"OLS","Census",1000016
"prop_white",0.971963622704559,0.962324302542226,0.981699497108478,"OLS","Census",1000016
"prop_belowCollege",1.02405524105117,1.00668554592438,1.04172463881103,"OLS","Census",1000016
"log10_popdense",1.00610593879588,0.958236092577257,1.05636718124215,"OLS","Census",1000016
"face_mask",0.868876512989337,0.841359113511651,0.897293893535575,"OLS","Intervention",1000016
"suspend_medical",0.954859499979682,0.9236688472475,0.987103405531594,"OLS","Intervention",1000016
"ban_nursing_home_visit",0.821316766293619,0.774309568491038,0.871177702103799,"OLS","Intervention",1000016
"earliest_date_school_closed",0.826904885076044,0.770876365829975,0.887005646134233,"OLS","Intervention",1000016
"daycare_close",0.730647003208739,0.671877096588576,0.794557585023339,"OLS","Intervention",1000016
"lv3_stay_home",0.896358285760938,0.869754841809623,0.923775456978891,"OLS","Intervention",1000016
"lifestyle_close",0.859079812627957,0.830050182574625,0.889124705901181,"OLS","Intervention",1000016
"log10_popsize",1.4158179762043,1.34107208805294,1.49472989528368,"GEE","Census",1000017
"med_income",0.779121052900106,0.658793713176568,0.921425937939204,"GEE","Census",1000017
"percent_poverty",1.06491235939896,1.02415702990733,1.10728950745304,"GEE","Census",1000017
"med_age",0.99214280583852,0.989155543514427,0.995139089732831,"GEE","Census",1000017
"prop_white",0.962799216215755,0.953758064887067,0.971926073155078,"GEE","Census",1000017
"prop_belowCollege",1.03188423252424,1.01395964412368,1.05012568843644,"GEE","Census",1000017
"log10_popdense",0.965936649243344,0.919864494063565,1.0143163654787,"GEE","Census",1000017
"face_mask",0.797478038054688,0.77127446493883,0.824571861367139,"GEE","Intervention",1000017
"suspend_medical",0.96927090550081,0.935801112321694,1.00393777682047,"GEE","Intervention",1000017
"ban_nursing_home_visit",0.719686205710756,0.673883490073124,0.76860205409416,"GEE","Intervention",1000017
"earliest_date_school_closed",0.760766266960105,0.696264458981851,0.83124351024716,"GEE","Intervention",1000017
"daycare_close",0.650862222844743,0.590810957785317,0.71701722445089,"GEE","Intervention",1000017
"lv3_stay_home",0.816846374667861,0.792102222260957,0.842363499376987,"GEE","Intervention",1000017
"lifestyle_close",0.854857948504259,0.824143820851138,0.886716727871832,"GEE","Intervention",1000017
"log10_popsize",1.327235632634,1.25958937284364,1.39851483547889,"OLS","Census",1000017
"med_income",0.841457672591966,0.708881140918412,0.998828962844957,"OLS","Census",1000017
"percent_poverty",1.04786925227041,1.00828919030729,1.08900301660392,"OLS","Census",1000017
"med_age",0.99315193743315,0.99033459038946,0.995977299388609,"OLS","Census",1000017
"prop_white",0.972639388960252,0.962956023797272,0.982420128830447,"OLS","Census",1000017
"prop_belowCollege",1.02682484737919,1.00936575075099,1.0445859356837,"OLS","Census",1000017
